Άγγλος: Άγγλους,Άγγλοι,Άγγλου,Άγγλο,Άγγλων
έναντι: απέναντι
έναος: αέναος
έναρξη: ενάρξεων,ενάρξεις,έναρξης,ενάρξεως
ένας: ένα,μια,μιά
έναστρος: έναστρους,έναστρων,έναστρα,έναστρο,έναστρη,έναστρου,έναστρες,έναστρης,έναστροι
ένατος: ένατοι,ένατα,ένατης,ένατους,ένατων,ένατη,ένατου,ένατο,ένατες
έναυσμα: εναύσματος,εναύσματα,εναυσμάτων
ένδεια: ένδειας
ένδειξη: ενδείξεως,ενδείξεων,ένδειξης,ενδείξεις
ένδοξος: ένδοξοι,ενδόξων,ένδοξες,διαβόητος,ένδοξης,ένδοξων,ένδοξου,ενδόξου,ένδοξα,ένδοξο,ένδοξους,ένδοξη
ένδυμα: ενδύματος,ενδυμάτων,ενδύματα
ένεκα: εξαιτίας,ένεκεν
ένεση: ενέσεις,ενέσεων,ένεσης,ενέσεως
ένζυμο: ενζύμου,ενζύμων,ένζυμα
ένθετος: ένθετης,ένθετων,ένθετες,ένθετοι,ενθέτους,ένθετους,ένθετου,ένθετη,ένθετο,ενθέτων,ένθετα,ενθέτου
έννοια: εννοιών,έννοιας,έννοιες
ένοικος: ενοίκων,ένοικο,ένοικου,ενοίκου,ενοίκους,ένοικοι,ένοικους,ένοικων
ένοπλος: ενόπλους,ένοπλο,ένοπλοι,ένοπλη,ένοπλους,ενόπλων,ενόπλου,ένοπλα,ένοπλων,ένοπλης,ένοπλου,ένοπλες
ένορκος: ένορκες,ένορκης,ένορκων,ένορκη,ενόρκους,ενόρκων,ένορκους,ένορκοι,ένορκου,ένορκο,ενόρκου,ένορκα
ένοχος: ένοχη,ένοχο,ένοχων,ένοχου,ενόχων,ένοχες,ενόχους,ένοχοι,ένοχης,ενόχου,ένοχους,ένοχα
ένσημο: ενσήμου,ενσήμων,ένσημα,ένσημου,ένσημων
ένσταση: ενστάσεις,ενστάσεων,ενστάσεως,ένστασης
ένστικτο: ενστίκτου,ενστίκτων,ένστικτα
ένταλμα: εντάλματα,ενταλμάτων,εντάλματος
ένταξη: εντάξεων,ένταξης,εντάξεως,εντάξεις
ένταση: εντάσεις,εντάσεων,εντάσεως,έντασης
έντερο: έντερα,εντέρου,εντέρων
έντεχνος: έντεχνα,έντεχνοι,έντεχνων,έντεχνο,έντεχνη,έντεχνους,έντεχνης,έντεχνου,έντεχνες
έντιμος: έντιμα,έντιμοι,εντίμων,έντιμη,έντιμες,εντίμου,έντιμης,έντιμο,έντιμους
έντοκος: έντοκες,έντοκης,έντοκο,έντοκα,έντοκου,έντοκη,έντοκους,έντοκοι,έντοκων
έντομο: έντομα,εντόμων,εντόμου
έντονος: έντονοι,έντονα,έντονου,έντονο,έντονων,έντονους,έντονες,έντονης,έντονη
έντρομος: έντρομη,έντρομοι,έντρομο,έντρομου,έντρομης,έντρομες,έντρομα,έντρομων,έντρομους
έντυπο: έντυπων,έντυπου,έντυπα
έντυπος: έντυπων,έντυπες,έντυπης,έντυπου,έντυποι,έντυπο,έντυπη,έντυπους,έντυπα
ένωση: ενώσεων,ένωσης,ενώσεως,ενώσεις
έξαλλος: έξαλλο,έξαλλη,έξαλλου,έξαλλους,έξαλλης,έξαλλες,έξαλλων,έξαλλοι,έξαλλα
έξαρση: εξάρσεων,έξαρσης,εξάρσεις
έξαρχος: έξαρχο,έξαρχων,έξαρχους,έξαρχοι,έξαρχου
έξαφνα: ξαφνικά
έξαψη: εξάψεις,ερεθισμός,έξαψης,εξάψεων
έξοδα: εξόδων
έξοδο: εξόδου,εξόδων,έξοδα
έξοχος: έξοχα,έξοχη,έξοχες,έξοχης,έξοχων,έξοχοι,έξοχο,έξοχου,έξοχους
έξυπνα: τεχνηέντως
έξυπνος: έξυπνα,έξυπνη,έξυπνοι,έξυπνες,έξυπνου,έξυπνων,έξυπνης,έξυπνο,έξυπνους
έξω: παραέξω,απέξω
έξωμος: έξωμοι,έξωμα,έξωμο,έξωμες,έξωμους,έξωμης,έξωμου,έξωμων,έξωμη
έξωση: έξωσης,εξώσεων,εξώσεις
έπαθλο: επάθλων,επάθλου,έπαθλα
έπαινος: έπαινο,επαίνων,επαίνου,επαίνους,έπαινοι
έπακρο: έπακρου,έπακρων,έπακρα
έπαλξη: έπαλξης,επάλξεις,επάλξεων
έπαρση: αλαζονεία,έπαρσης,επάρσεων,επάρσεις
έπαρχος: έπαρχοι,έπαρχου,έπαρχων,έπαρχο,έπαρχους
έπαυλη: έπαυλης,επαύλεις,επαύλεων
έπειτα: μετά
έπεσε: ξαναέπεσε
έπιπλα: επίπλων
έπιπλο: έπιπλα,επίπλων,επίπλου
έπομαι: έπεσαι,επόσουν,ειπωθείς,ειπωθείτε,ειπωθούν,ειπωθώ,επόταν,έπονται,επόσασταν,ειπωθούμε,έπονταν,επόμασταν,ειπωθήκαμε,επόμουν,ειπώθηκε,επωάσου,ειπωθεί,ειπώθηκα,ειπώθηκαν,ειπώθηκες,έπεστε,επόμαστε,έπεται,ειπωθήκατε
έπρεπε: πρέπει
έρανος: έρανο,έρανοι,εράνων,εράνους,εράνου
έργο: έργου
έρευνα: έρευνας,ερευνών,έρευνες
έρημος: έρημες,έρημη,έρημο,έρημης,έρημους,έρημοι,έρημου,έρημων
έρθουν: ξαναέρθουν
έρια: αέρια
έριδα: φιλονικία,έριδας,ερίδων,έριδες
έριζα: αέριζα
έριζαν: αέριζαν
έριζε: αέριζε
έριζες: αέριζες
έριο: αέριο,ερίου
έριον: αέριον
έρισα: αέρισα
έρισαν: αέρισαν
έρισε: αέρισε
έρισες: αέρισες
έρμα: έρματος,ερμάτων,έρματα
έρμαιο: έρμαια,έρμαιου,ερμαίων,έρμαιων,ερμαίου
έρπης: έρπις,έρπη
έρπω: έρποντας,έρπουν,είρπα,έρπουμε,έρπετε,είρπε,είρπαν,έρπατε,έρπει,έρπαμε,είρπες,έρπεις
έρρινος: έρρινους,έρρινες,έρρινου,έρρινης,έρρινο,έρρινη,έρρινοι,έρρινων,έρρινα
έρχεσαι: ξαναέρχεσαι,παραέρχεσαι
έρχεστε: παραέρχεστε,ξαναέρχεστε
έρχεται: ξαναέρχεται,παραέρχεται
έρχομαι: ερχόσουν,έρθουν,ήρθε,ήρθα,έρχεσαι,ερχόμαστε,έρθετε,έλα,ήρθες,ήλθαν,ήλθε,ήλθανε,ήρθαν,ερχόμουν,έρχεται,παραέρχομαι,ήλθες,ερχόσαστε,έρθεις,έρθει,ήλθα,έρθουμε,έρχονταν,έρθω,ερχόταν,ήρθανε,έρχεστε,ήλθατε,ξαναέρχομαι,έλθει,ήρθαμε,έρχονται,ελάτε,ήρθατε,ήλθαμε
έρχονται: ξαναέρχονται,παραέρχονται
έρχονταν: παραέρχονταν,ξαναέρχονταν
έρωτας: έρωτες,έρωτα,ερώτων
έσπερος: εσπέρου,έσπερο
έστω: έχω
έσχατος: έσχατο,έσχατους,έσχατου,έσχατης,έσχατα,έσχατοι,εσχάτη,έσχατων,έσχατη,έσχατες
έτερος: ετέρου,έτερον,έτερο,έτεροι,ετέρων,ετέρους,έτερα
έτι: πια
έτοιμος: έτοιμο,έτοιμου,έτοιμες,έτοιμων,έτοιμους,έτοιμα,έτοιμης,έτοιμοι,έτοιμη
έφεδρος: έφεδρης,έφεδρο,έφεδρων,έφεδρους,έφεδρη,έφεδρου,έφεδρα,έφεδρες,έφεδροι
έφεση: εφέσεως,εφέσεις,έφεσης,εφέσεων
έφευγαν: ξαναέφευγαν
έφευγε: ξαναέφευγε
έφηβος: έφηβε,έφηβη,έφηβου,έφηβες,έφηβης,έφηβοι,έφηβους,έφηβων,έφηβο
έφιππος: έφιππα,έφιππης,έφιππο,έφιππων,έφιπποι,έφιππες,έφιππους,έφιππου,έφιππη
έφορος: εφόρου,εφόρων,εφόρους,έφορο,έφοροι
έχασαν: ξαναέχασαν
έχει: παραέχει
έχθρα: εχθρότητα,έχθρας
έχω: έχουμε,έχοντας,είχαμε,έχετε,είχατε,είχες,είχε,έχεις,έχει,παραέχω,είχα,είχαν,έχε,έχουν,έστω,έχομε
έως: εως,ως
ήβη: ήβες,ηβών,ήβης
ήθη: αήθη
ήθους: αήθους
ήλιο: ήλου
ήλιος: Ηλίου,Ήλιο,Ήλιος,ηλίου,ήλιο
ήλος: ήλοι,ήλους,ήλων,ήλο,ήλου
ήμερος: ήμερα,ήμεροι,ήμερου,ήμερη,ήμερους,ήμερες,ήμερων,ήμερο,ήμερης
ήμισυ: ημίσεα
ήπειρος: ηπείρους,ηπείρων,ήπειρο,ηπείρου,ήπειροι,ξηρά
ήπιος: ήπια,ήπιοι,ήπιου,ήπιων,ήπιους,ήπιας,ήπιες,ήπιο
ήρεμος: ήρεμων,ήρεμης,ήρεμα,ήρεμου,ήρεμη,ήρεμους,ήρεμες,ήρεμο,ήρεμοι
ήρθα: ξαναήρθα
ήρθαν: ξαναήρθαν
ήρωας: ηρώων,ήρωα,ήρωες,ηρωίδες
ήσυχος: ήσυχη,ήσυχο,ήσυχα,ήσυχους,ήσυχου,ήσυχης,ήσυχες,ήσυχοι,ήσυχων
ήταν: παραήταν
ήτοι: δηλαδή
ήττα: ηττών,ήττων,ήττες,ήττας
ήχος: ήχοι,ήχους,ήχου,ήχο,ήχων
ήχου: αποήχου
ήχων: αποήχων
ίαμβος: ίαμβο,ίαμβου
ίδιος: ίδια,ίδιο,ίδιου,ίδιοι,ίδιας,ίδιες,ίδιων,ίδιους
ίδρυμα: ιδρύματα
ίδρυση: ιδρύσεως,ιδρύσεων,ιδρύσεις,ίδρυσης
ίδρωμα: ιδρώματος,ιδρώτας
ίζημα: ιζημάτων,ιζήματα,ιζήματος
ίλιγγος: ίλιγγου,ίλιγγο
ίνα: ίνες,ινών,ίνας
ίνδαλμα: ινδαλμάτων,ινδάλματος,ινδάλματα
ίντσα: ιντσών,ίντσες,ίντσας
ίο: ία,ίου,ίων
ίππος: ίππο,ίππου,ιπποδύναμη,ίπποι,ίππους,ίππων
ίριδα: ίριδας,ιριδίων,ιρίδιων,ίριδες
ίσαμε: ίσα
ίσια: ίσα,αίσια
ίσιας: αίσιας
ίσιε: αίσιε
ίσιες: αίσιες
ίσιο: αίσιο
ίσιοι: αίσιοι
ίσιος: ίσια,ίσιου,ίσος,ίσιο,αίσιος
ίσιου: αίσιου
ίσιους: αίσιους
ίσιων: αίσιων
ίσκα: ήσκας,ήσκα,ησκών,ίσκας,ισκών,ήσκες,ίσκεις,φυτίλι
ίσκιος: ίσκιου,ίσκιοι,ίσκιων,ίσκιο
ίσος: ίσο,ίσιος,ίση
ίσως: πιθανόν,πιθανώς,δυνατόν,Ίσως
αέρας: αγέρα,αέρες,αγέρας,αέρα,αήρ
αέριο: αέρια,αερίων,αερίου
αέτωμα: αετωμάτων,αετώματα,αετώματος
αήττητος: αήττητες,αήττητα,αήττητου,αήττητη,αήττητοι,αήττητο,αήττητης,αήττητων,αήττητους
αίγαγρος: αίγαγρου,αίγαγρους,αίγαγροι,αίγαγρο,αίγαγρων
αίγλη: αίγλης
αίθουσα: αίθουσας,αιθουσών,αίθουσες
αίθριος: αίθριας,αίθριες,αίθρια,αίθριους,αίθριων,αίθριου,αίθριο,αίθριοι
αίλουρος: αίλουρου,αίλουροι,αίλουρων,αίλουρους,αίλουρο
αίμα: αίματος,αίματα,αιμάτων
αίνιγμα: αινίματος,αινίγματα,αινιγμάτων
αίρεση: αιρέσεις,αίρεσης,αίρεσες
αίρω: άρθηκα,αίρεις,άρθηκε,αρθώ,αίρουν,ήρες,άρει,ήρε,άρουν,άρθηκαν,αίρει,αρθεί,άρεις,άρθηκες,αίρετε,αρθήκαμε,αίρουμε,αρθείτε,αρθούν,αίρωντας,αρθήκατε,αρθείς,ήραμε,ήραν,άρω,άρετε,ήρα,άρουμε,ήρατε,αρθούμε
αίσθημα: αισθήματα,αισθήματος,αισθημάτων
αίσθηση: αισθήσεις,αίσθησης
αίσιος: αίσιων,αίσια,αίσιους,αίσιοι,αίσιο,αίσιες,αίσιου,αίσιας
αίτημα: αιτημάτων,αιτήματος,αιτήματα
αίτηση: αιτήσεις,αίτησης,αιτήσεων,αίτημα,αιτήσεως
αίτιο: αίτιων,αιτία,αιτίων,αίτιου,αιτίου,αίτια
αβάπτιστος: αβάπτιστους,αβάπτιστοι,αβάπτιστα,αβάπτιστες,αβάπτιστων,αβάφτιστος,αβάπτιστης,αβάπτιστυ,αβάπτιστο,αβάπτιστη
αβάσιμος: αβάσιμων,αβάσιμης,αβάσιμου,αβάσιμη,αβάσιμοι,αβάσιμους,αβάσιμα,αβάσιμο,αβάσιμες
